season,weather,Day,Month,DayPeriod,temp,humidity,windspeed,casual,registered,rented_bikes_count,Year,Profit
Fall,Clear,Thursday,July,morning,26.24,73.0,7.0015,0,5,5,2012,21.328767123287676
Fall,Clear,Sunday,July,afternoon,36.08,32.0,,95,275,370,2012,2816.328767123288
Winter,Mist,Saturday,November,evening,13.12,57.0,7.0015,15,124,139,2012,791.0287671232877
Spring,Clear,Thursday,January,afternoon,10.66,,,12,74,86,2011,524.4287671232877
Winter,Clear,Saturday,October,morning,,,16.9979,25,116,141,2012,928.6287671232876
Spring,Clear,Saturday,January,morning,5.74,,,0,24,24,2012,103.02876712328768
Summer,Clear,Tuesday,April,afternoon,25.42,,,145,340,485,2012,3955.828767123288
Summer,Clear,Wednesday,June,morning,20.5,68.0,16.9979,0,1,1,2011,4.128767123287672
Fall,Mist,Tuesday,July,evening,26.24,,7.0015,29,74,103,2012,816.8287671232877
Summer,Clear,Monday,April,morning,,77.0,15.0013,0,6,6,2012,25.628767123287677
Spring,Clear,Tuesday,January,morning,7.38,,15.0013,1,5,6,2012,38.52876712328767
Fall,Clear,Monday,July,afternoon,35.26,,,38,108,146,2011,1117.8287671232877
Spring,Clear,Saturday,February,morning,18.86,,27.9993,10,21,31,2011,262.1287671232877
Winter,Clear,Thursday,December,evening,12.3,61.0,,5,99,104,2011,511.5287671232877
Summer,Clear,Sunday,June,afternoon,28.7,34.0,,236,408,644,2012,5813.428767123288
Spring,Clear,Thursday,March,afternoon,,23.0,0.0,6,65,71,2011,382.5287671232877
Spring,Clear,Tuesday,January,afternoon,5.74,,35.0008,10,214,224,2012,1092.0287671232877
Spring,Mist,Saturday,March,morning,,67.0,16.9979,47,252,299,2012,1891.828767123288
Winter,Clear,Thursday,December,evening,20.5,63.0,19.9995,10,145,155,2011,795.3287671232877
Fall,Clear,Friday,August,evening,31.16,62.0,19.0012,98,394,492,2012,3379.628767123288
Summer,Clear,Sunday,June,afternoon,,58.0,,124,239,363,2011,3160.328767123288
Winter,Mist,Saturday,November,afternoon,,,,117,331,448,2012,3435.528767123288
Summer,Rainy,Friday,June,morning,28.7,,,8,61,69,2011,399.7287671232877
Spring,Rainy,Saturday,February,morning,9.02,93.0,6.0032,0,4,4,2011,17.028767123287672
Spring,Clear,Saturday,February,evening,16.4,,30.0026,17,101,118,2012,726.5287671232877
Fall,Clear,Monday,September,afternoon,30.34,70.0,,181,317,498,2012,4476.128767123288
Spring,Mist,Tuesday,January,morning,8.2,86.0,,0,3,3,2011,12.728767123287671
Fall,Clear,Sunday,July,morning,33.62,,,11,59,70,2012,442.7287671232877
Fall,Clear,Monday,July,evening,29.52,74.0,27.9993,42,194,236,2011,1556.4287671232876
Spring,Clear,Monday,March,morning,,64.0,,5,129,134,2011,640.5287671232877
Fall,Clear,Tuesday,August,afternoon,33.62,43.0,15.0013,95,363,458,2012,3194.728767123288
Winter,Clear,Wednesday,December,afternoon,,50.0,19.0012,28,209,237,2012,1380.1287671232876
Spring,Clear,Friday,March,morning,6.56,80.0,8.9981,0,83,83,2011,356.72876712328764
Summer,Clear,Monday,June,morning,,,,38,80,118,2011,997.4287671232876
Fall,Clear,Wednesday,September,morning,24.6,43.0,,53,260,313,2012,2029.428767123288
Spring,Clear,Wednesday,March,morning,8.2,,,1,0,1,2011,17.028767123287672
Summer,Mist,Saturday,June,afternoon,31.16,52.0,15.0013,193,275,468,2011,4501.928767123288
Summer,Clear,Friday,May,morning,,,,13,57,70,2012,468.5287671232877
Fall,Clear,Thursday,August,morning,26.24,78.0,19.0012,0,27,27,2011,115.92876712328768
Summer,Clear,Sunday,April,morning,20.5,25.0,15.0013,113,186,299,2012,2743.228767123288
Summer,Rainy,Thursday,May,morning,,77.0,11.0014,2,31,33,2012,167.52876712328765
Winter,Clear,Saturday,November,afternoon,21.32,,0.0,268,383,651,2012,6256.328767123287
Summer,Clear,Saturday,May,morning,,88.0,0.0,8,79,87,2012,477.1287671232877
Winter,Clear,Thursday,December,morning,10.66,56.0,19.0012,0,1,1,2011,4.128767123287672
Summer,Mist,Friday,June,morning,26.24,89.0,,19,675,694,2012,3229.128767123288
Summer,Mist,Sunday,April,afternoon,18.04,,12.998,190,274,464,2012,4446.028767123287
Winter,Mist,Friday,December,evening,,93.0,,6,116,122,2012,601.8287671232877
Spring,Mist,Sunday,March,morning,18.04,88.0,8.9981,3,15,18,2012,115.92876712328768
Fall,Clear,Sunday,August,morning,31.16,75.0,7.0015,82,102,184,2011,1848.828767123288
Spring,Clear,Tuesday,February,evening,,,12.998,11,107,118,2012,649.1287671232876
Winter,Clear,Tuesday,December,morning,13.94,66.0,,8,372,380,2012,1737.0287671232877
Fall,Mist,Monday,September,morning,,70.0,,107,137,244,2011,2429.328767123288
Winter,Mist,Monday,October,morning,18.04,94.0,0.0,5,39,44,2011,253.52876712328765
Fall,Mist,Thursday,September,morning,28.7,,,11,189,200,2012,1001.7287671232876
Winter,Clear,Friday,November,evening,13.12,39.0,,17,182,199,2011,1074.8287671232877
Winter,Mist,Monday,December,evening,20.5,82.0,15.0013,11,115,126,2012,683.5287671232877
Fall,Mist,Saturday,August,evening,32.8,,,96,193,289,2012,2480.928767123288
Winter,Mist,Friday,November,morning,13.12,57.0,,25,668,693,2012,3302.228767123288
Spring,Mist,Tuesday,March,evening,9.84,62.0,,3,44,47,2011,240.62876712328767
Spring,Mist,Saturday,March,morning,24.6,,,26,50,76,2011,662.0287671232877
Fall,Mist,Sunday,September,afternoon,31.98,62.0,,245,174,419,2011,4962.028767123287
Spring,Clear,Saturday,January,afternoon,9.84,38.0,,49,177,226,2012,1603.7287671232878
Winter,Mist,Thursday,December,evening,21.32,59.0,19.0012,13,274,287,2011,1401.6287671232876
Spring,Clear,Tuesday,March,afternoon,,,,21,214,235,2011,1281.2287671232878
Fall,Clear,Saturday,July,afternoon,34.44,30.0,,179,170,349,2011,3809.628767123288
Fall,Clear,Monday,August,morning,27.88,,19.0012,54,87,141,2011,1302.7287671232878
Winter,Mist,Sunday,December,morning,14.76,87.0,,19,113,132,2012,812.5287671232877
Winter,Clear,Friday,December,afternoon,16.4,47.0,11.0014,57,252,309,2012,2063.828767123288
Winter,Clear,Friday,November,evening,11.48,48.0,12.998,8,129,137,2011,692.1287671232876
Spring,Mist,Thursday,February,morning,5.74,59.0,15.0013,0,1,1,2011,4.128767123287672
Fall,Mist,Monday,September,afternoon,24.6,60.0,11.0014,55,208,263,2011,1840.228767123288
Winter,Clear,Saturday,October,morning,12.3,61.0,,10,60,70,2012,429.82876712328766
Summer,Clear,Friday,April,afternoon,,27.0,,125,223,348,2012,3108.728767123288
Winter,Clear,Tuesday,November,evening,17.22,58.0,6.0032,39,274,313,2011,1848.828767123288
Fall,Clear,Tuesday,July,morning,29.52,58.0,0.0,2,8,10,2012,68.62876712328767
Summer,Mist,Saturday,April,morning,14.76,81.0,15.0013,7,36,43,2011,275.02876712328765
Fall,Clear,Saturday,July,morning,34.44,59.0,11.0014,69,187,256,2012,1990.728767123288
Summer,Clear,Saturday,May,morning,,49.0,,132,279,411,2012,3469.928767123288
Summer,Clear,Friday,June,afternoon,,,,121,255,376,2012,3177.528767123288
Winter,Mist,Monday,November,morning,14.76,66.0,16.9979,0,5,5,2012,21.328767123287676
Spring,Mist,Tuesday,January,morning,4.92,,8.9981,2,92,94,2011,429.82876712328766
Spring,Clear,Tuesday,March,afternoon,,36.0,19.9995,24,142,166,2012,1023.2287671232876
Summer,Clear,Monday,May,evening,23.78,,12.998,45,339,384,2011,2231.528767123288
Spring,Clear,Saturday,February,evening,11.48,,30.0026,4,25,29,2011,176.12876712328767
Fall,Clear,Wednesday,August,evening,,74.0,,35,198,233,2012,1453.2287671232878
Fall,Mist,Wednesday,September,morning,22.14,94.0,,2,4,6,2011,51.42876712328767
Summer,Clear,Tuesday,April,morning,,46.0,,8,136,144,2012,722.2287671232876
Summer,Clear,Sunday,April,morning,,70.0,8.9981,5,19,24,2011,167.52876712328765
Fall,Clear,Thursday,September,afternoon,29.52,54.0,,69,462,531,2011,3173.228767123288
Summer,Clear,Tuesday,April,morning,,57.0,11.0014,6,5,11,2012,124.52876712328768
Winter,Clear,Wednesday,October,evening,20.5,77.0,,9,64,73,2011,429.82876712328766
Summer,Clear,Saturday,April,evening,24.6,40.0,11.0014,163,296,459,2012,4076.228767123288
Winter,Mist,Thursday,October,evening,22.14,77.0,,38,245,283,2012,1706.9287671232876
Fall,Mist,Thursday,August,afternoon,31.16,,16.9979,48,226,274,2011,1797.2287671232878
Fall,Clear,Monday,September,morning,,,0.0,1,11,12,2011,64.32876712328768
Fall,Mist,Friday,September,morning,25.42,78.0,,46,301,347,2012,2085.328767123288
Summer,Mist,Monday,April,morning,18.86,100.0,15.0013,2,59,61,2011,287.9287671232877
Summer,Mist,Friday,June,evening,29.52,32.0,,117,291,408,2012,3263.528767123288
Summer,Mist,Saturday,May,evening,,39.0,,203,229,432,2012,4476.128767123288
Spring,Clear,Monday,March,afternoon,15.58,37.0,11.0014,24,77,101,2011,743.7287671232876
Spring,Rainy,Saturday,March,morning,15.58,87.0,,7,87,94,2012,494.32876712328766
Summer,Clear,Friday,May,morning,22.96,49.0,23.9994,48,198,246,2011,1676.8287671232877
Fall,Clear,Sunday,July,afternoon,34.44,53.0,19.9995,195,219,414,2011,4295.528767123287
Winter,Clear,Saturday,December,afternoon,,48.0,,12,153,165,2011,864.1287671232876
Winter,Clear,Friday,November,morning,13.12,53.0,27.9993,3,6,9,2012,77.22876712328768
Winter,Clear,Sunday,December,afternoon,,71.0,15.0013,84,347,431,2012,2936.728767123288
Summer,Clear,Thursday,May,morning,14.76,66.0,12.998,4,23,27,2011,167.52876712328765
Spring,Clear,Sunday,January,morning,,,,6,33,39,2011,244.92876712328768
Fall,Mist,Friday,July,morning,,54.0,,19,76,95,2012,653.4287671232877
Winter,Clear,Sunday,November,evening,14.76,,15.0013,6,53,59,2012,330.9287671232877
Winter,Clear,Thursday,October,morning,14.76,,11.0014,1,158,159,2012,696.4287671232877
Fall,Clear,Sunday,July,morning,31.16,,8.9981,95,173,268,2011,2377.728767123288
Fall,Clear,Tuesday,August,morning,,,,53,155,208,2012,1577.9287671232876
Spring,Mist,Saturday,February,morning,9.84,87.0,,1,27,28,2012,133.12876712328767
Summer,Clear,Sunday,June,morning,25.42,57.0,,196,350,546,2012,4876.028767123287
Summer,Clear,Sunday,April,morning,,46.0,,4,8,12,2012,103.02876712328768
Spring,Clear,Sunday,February,evening,12.3,52.0,15.0013,6,63,69,2012,373.9287671232877
Summer,Mist,Wednesday,April,morning,24.6,46.0,27.9993,73,210,283,2012,2158.428767123288
Winter,Clear,Friday,November,morning,13.94,42.0,,20,150,170,2011,988.8287671232875
Winter,Clear,Sunday,November,morning,20.5,48.0,6.0032,195,390,585,2012,5030.828767123287
Winter,Mist,Monday,November,morning,14.76,66.0,,0,2,2,2012,8.42876712328767
Summer,Clear,Monday,June,morning,22.96,56.0,23.9994,26,302,328,2011,1745.6287671232876
Fall,Clear,Friday,September,afternoon,27.88,65.0,,50,305,355,2011,2171.328767123288
Winter,Clear,Sunday,October,afternoon,26.24,50.0,7.0015,186,228,414,2011,4179.428767123288
Summer,Clear,Saturday,June,morning,23.78,64.0,11.0014,47,157,204,2012,1483.3287671232877
Spring,Mist,Saturday,February,afternoon,12.3,70.0,12.998,58,244,302,2012,2046.628767123288
Summer,Clear,Saturday,May,morning,,38.0,,235,351,586,2012,5551.128767123288
Summer,Clear,Sunday,May,evening,22.96,64.0,,61,178,239,2011,1814.428767123288
Spring,Mist,Tuesday,February,evening,9.02,87.0,8.9981,0,64,64,2011,275.02876712328765
Winter,Mist,Tuesday,October,morning,17.22,67.0,,20,505,525,2012,2515.328767123288
Fall,Clear,Tuesday,August,morning,27.88,69.0,,12,105,117,2011,657.7287671232876
Winter,Clear,Saturday,November,morning,14.76,,,68,260,328,2012,2287.428767123288
Spring,Clear,Friday,March,morning,22.96,49.0,,72,123,195,2011,1767.1287671232876
Summer,Clear,Tuesday,April,morning,15.58,,0.0,0,3,3,2012,12.728767123287671
Winter,Mist,Saturday,December,morning,,81.0,8.9981,1,14,15,2012,77.22876712328768
Summer,Mist,Sunday,April,afternoon,19.68,55.0,15.0013,283,278,561,2012,6062.828767123287
Spring,Clear,Sunday,March,afternoon,13.12,33.0,,20,164,184,2012,1049.0287671232877
Spring,Clear,Wednesday,January,afternoon,12.3,33.0,26.0027,7,98,105,2012,541.6287671232876
Spring,Clear,Wednesday,January,morning,10.66,33.0,22.0028,12,34,46,2011,352.4287671232877
Fall,Clear,Friday,August,evening,27.88,51.0,,74,157,231,2011,1947.728767123288
Winter,Clear,Thursday,October,morning,,100.0,8.9981,5,76,81,2011,412.6287671232877
Summer,Clear,Friday,April,morning,,66.0,,12,63,75,2011,477.1287671232877
Summer,Clear,Thursday,May,afternoon,25.42,41.0,12.998,86,241,327,2012,2515.328767123288
Fall,Clear,Sunday,August,morning,,66.0,,88,178,266,2011,2278.828767123288
Summer,Clear,Tuesday,April,morning,22.14,,8.9981,1,15,16,2011,81.52876712328768
Summer,Clear,Monday,June,morning,23.78,88.0,0.0,11,101,112,2011,623.3287671232877
Fall,Clear,Sunday,August,morning,30.34,42.0,11.0014,167,282,449,2012,4084.828767123288
Winter,Clear,Monday,November,morning,13.12,93.0,,0,2,2,2011,8.42876712328767
Spring,Mist,Friday,March,morning,,87.0,,13,265,278,2012,1362.9287671232876
Summer,Mist,Monday,May,afternoon,29.52,51.0,0.0,55,110,165,2011,1418.8287671232877
Spring,Clear,Saturday,January,evening,4.92,,26.0027,1,33,34,2011,158.92876712328766
Fall,Clear,Sunday,August,afternoon,29.52,,,144,233,377,2011,3478.528767123288
Spring,Clear,Sunday,March,afternoon,17.22,41.0,,176,288,464,2012,4265.428767123288
Spring,Mist,Tuesday,March,evening,13.12,87.0,11.0014,1,17,18,2011,90.12876712328767
Spring,Mist,Friday,March,afternoon,14.76,50.0,23.9994,25,64,89,2011,705.0287671232877
Summer,Clear,Friday,June,morning,22.96,43.0,15.0013,0,12,12,2011,51.42876712328767
Winter,Clear,Thursday,November,morning,16.4,24.0,,33,202,235,2012,1436.0287671232877
Spring,Mist,Friday,March,morning,,64.0,12.998,0,2,2,2011,8.42876712328767
Winter,Mist,Wednesday,November,morning,10.66,60.0,19.0012,17,351,368,2012,1801.528767123288
Spring,Mist,Thursday,January,afternoon,,39.0,19.0012,13,104,117,2012,670.6287671232876
Spring,Rainy,Thursday,March,morning,,0.0,,1,2,3,2011,25.628767123287677
Fall,Mist,Sunday,September,afternoon,22.96,64.0,12.998,95,230,325,2011,2622.828767123288
Fall,Clear,Saturday,August,morning,33.62,57.0,,108,288,396,2012,3095.828767123288
Spring,Clear,Thursday,February,afternoon,13.94,31.0,11.0014,13,404,417,2012,1960.628767123288
Summer,Clear,Sunday,April,afternoon,20.5,77.0,15.0013,156,141,297,2011,3289.328767123288
Winter,Clear,Thursday,December,afternoon,,42.0,0.0,39,292,331,2012,1926.228767123288
Spring,Clear,Friday,March,afternoon,13.12,49.0,22.0028,19,134,153,2011,902.8287671232875
Spring,Clear,Thursday,March,morning,,,8.9981,17,282,299,2011,1504.8287671232877
Fall,Clear,Wednesday,August,evening,31.16,,15.0013,50,297,347,2011,2136.928767123288
Spring,Clear,Monday,January,morning,9.02,64.0,,9,188,197,2012,963.0287671232876
Summer,Clear,Sunday,June,morning,27.06,78.0,,19,100,119,2011,756.6287671232876
Fall,Clear,Sunday,August,evening,,84.0,11.0014,67,126,193,2011,1694.0287671232877
Summer,Clear,Thursday,May,morning,,36.0,,43,105,148,2011,1190.9287671232876
Summer,Clear,Monday,April,afternoon,19.68,33.0,27.9993,132,192,324,2012,3095.828767123288
Fall,Clear,Saturday,September,morning,27.06,89.0,19.0012,11,71,82,2012,494.32876712328766
Spring,Clear,Friday,February,morning,5.74,69.0,12.998,5,39,44,2011,253.52876712328765
Winter,Clear,Monday,November,morning,18.04,88.0,7.0015,60,337,397,2012,2480.928767123288
Fall,Mist,Friday,August,afternoon,,38.0,,108,561,669,2012,4269.728767123287
Winter,Mist,Friday,December,morning,13.12,76.0,11.0014,16,150,166,2012,920.0287671232876
Winter,Mist,Thursday,December,morning,10.66,56.0,12.998,0,8,8,2012,34.22876712328767
Fall,Clear,Tuesday,July,afternoon,32.8,55.0,,70,426,496,2011,3035.628767123288
Spring,Mist,Monday,January,afternoon,8.2,,,21,72,93,2011,670.6287671232876
Fall,Rainy,Sunday,August,afternoon,29.52,74.0,19.9995,74,119,193,2011,1784.3287671232877
Winter,Mist,Thursday,December,morning,10.66,56.0,,0,2,2,2012,8.42876712328767
Spring,Rainy,Thursday,January,morning,13.94,93.0,,0,16,16,2012,68.62876712328767
Fall,Rainy,Friday,August,morning,,78.0,,3,16,19,2011,120.22876712328768
Fall,Clear,Wednesday,July,morning,33.62,56.0,,44,253,297,2012,1844.528767123288
Fall,Mist,Monday,July,afternoon,30.34,55.0,16.9979,58,184,242,2012,1788.6287671232876
Winter,Mist,Thursday,December,morning,9.02,55.0,12.998,0,2,2,2012,8.42876712328767
Summer,Clear,Thursday,April,morning,13.12,81.0,,5,59,64,2011,339.52876712328765
Spring,Clear,Sunday,January,morning,,54.0,19.0012,3,14,17,2012,111.62876712328767
Spring,Clear,Saturday,February,afternoon,,31.0,,30,90,120,2011,902.8287671232875
Spring,Rainy,Saturday,February,afternoon,,75.0,,12,134,146,2012,782.4287671232877
Fall,Rainy,Sunday,July,morning,,58.0,,47,97,144,2011,1225.3287671232877
Fall,Clear,Wednesday,September,morning,,83.0,7.0015,20,350,370,2011,1848.828767123288
Spring,Clear,Saturday,January,morning,,,7.0015,0,7,7,2012,29.928767123287678
Spring,Clear,Wednesday,February,morning,9.02,93.0,7.0015,1,17,18,2011,90.12876712328767
Spring,Clear,Monday,March,morning,14.76,40.0,16.9979,26,45,71,2011,640.5287671232877
Fall,Clear,Tuesday,August,morning,25.42,73.0,,1,3,4,2011,29.928767123287678
Spring,Clear,Tuesday,January,afternoon,17.22,38.0,19.9995,17,119,136,2012,803.9287671232877
Fall,Mist,Wednesday,July,morning,28.7,,,30,298,328,2012,1797.2287671232878
Fall,Mist,Saturday,September,afternoon,21.32,72.0,12.998,123,174,297,2011,2863.628767123288
Winter,Rainy,Sunday,October,morning,,93.0,,4,43,47,2011,253.52876712328765
Summer,Mist,Sunday,June,morning,,,6.0032,17,59,76,2011,545.9287671232877
Winter,Rainy,Thursday,October,morning,25.42,94.0,,1,132,133,2012,584.6287671232876
Summer,Clear,Friday,May,morning,,36.0,,69,141,210,2012,1792.9287671232876
Winter,Clear,Sunday,October,morning,,71.0,16.9979,8,103,111,2012,580.3287671232877
Winter,Clear,Thursday,December,afternoon,13.12,,7.0015,20,446,466,2012,2261.628767123288
Summer,Mist,Saturday,May,morning,20.5,,,18,64,82,2011,584.6287671232876
Fall,Mist,Friday,September,evening,,,7.0015,67,337,404,2012,2601.328767123288
Summer,Clear,Friday,May,morning,19.68,67.0,,12,9,21,2012,244.92876712328768
Fall,Clear,Thursday,July,morning,27.06,,16.9979,4,21,25,2011,158.92876712328766
Fall,Clear,Friday,July,morning,28.7,74.0,7.0015,11,91,102,2011,580.3287671232877
Spring,Clear,Friday,January,afternoon,9.02,41.0,,5,59,64,2011,339.52876712328765
Winter,Clear,Sunday,December,evening,14.76,93.0,0.0,14,92,106,2012,636.2287671232876
Fall,Clear,Saturday,August,morning,27.06,65.0,8.9981,9,18,27,2011,232.02876712328765
Fall,Clear,Friday,September,afternoon,27.88,,,72,207,279,2011,2128.328767123288
Summer,Clear,Tuesday,April,morning,17.22,38.0,6.0032,54,354,408,2012,2450.828767123288
Winter,Clear,Sunday,December,morning,10.66,87.0,,7,48,55,2011,326.6287671232877
Spring,Clear,Wednesday,February,morning,9.84,70.0,6.0032,0,1,1,2012,4.128767123287672
Summer,Clear,Saturday,April,afternoon,21.32,,,14,49,63,2011,451.32876712328766
Winter,Clear,Monday,October,evening,,77.0,7.0015,40,189,229,2011,1500.5287671232877
Spring,Mist,Friday,February,afternoon,13.94,,,15,381,396,2012,1896.128767123288
Winter,Clear,Tuesday,November,afternoon,14.76,40.0,,44,196,240,2012,1599.4287671232876
Fall,Clear,Thursday,September,morning,28.7,,,0,9,9,2012,38.52876712328767
Winter,Mist,Monday,October,morning,16.4,,6.0032,72,236,308,2012,2253.028767123288
Spring,Mist,Monday,March,morning,,55.0,6.0032,1,17,18,2012,90.12876712328767
Spring,Clear,Sunday,March,evening,21.32,,8.9981,59,139,198,2012,1612.3287671232877
Summer,Rainy,Friday,April,morning,10.66,,11.0014,0,4,4,2011,17.028767123287672
Winter,Rainy,Thursday,November,afternoon,14.76,81.0,,5,57,62,2011,330.9287671232877
Winter,Clear,Monday,October,afternoon,23.78,56.0,,64,238,302,2011,2124.028767123288
Spring,Mist,Wednesday,March,afternoon,13.94,,19.9995,10,61,71,2011,434.1287671232877
Fall,Clear,Wednesday,August,afternoon,35.26,30.0,,53,141,194,2011,1517.7287671232878
Winter,Mist,Sunday,October,morning,16.4,62.0,,78,243,321,2011,2386.328767123288
Summer,Clear,Friday,June,morning,21.32,,22.0028,1,5,6,2011,38.52876712328767
Summer,Clear,Tuesday,May,morning,26.24,78.0,12.998,38,186,224,2012,1453.2287671232878
